Šifra artikla,EAN,Spletne strani,Naziv artikla EN,Naziv artikla,Proizvajalec,Dobavitelj,ABC klasifikacija,Merska enota,Oznaka tarifa,Država proizvoda,Bruto teža,Enota bruto teže,Neto teža,Enota neto teže,Volumen,Enota volumna,Dolžina paketa,Enota dolžine paketa,Širina paketa,Enota širine paketa,Višina paketa,Enota višine paketa,Kategorije svetila ANG,Kategorije svetila SLO,Kategorije vid ANG,Kategorije vid SLO,Cena B2B,Cena B2C,Popust,Valuta,DDV,PAK2,Omejitev pri naročanju,Skupina popusta,S popust %,Posebni popust za stranko,Glavna slika,Ostale slike,Glavni dokument,Vloge dokumentov,Ostali dokumenti,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,VID datum dobave,VID koli. prihodnjih dobav,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Grlo,Svetilka vključuje svetlobni vir,Senzor gibanja,Max moč sijalke,Garancija,Zračni pretok,Uporaba ANG,Uporaba SLO,Način montaže ANG,Način montaže SLO,Simbol atributa,Baterija,Kapaciteta baterije,Kot svetlobnega snopa,Enota kota svetlobnega snopa,Presek kabla,Višina stropne kapice,Enota višine stropne kapice,Širina stropne kapice,Enota širine stropne kapice,Čas polnjenja,Način polnjenja ANG,Način polnjenja SLO,Nazivna jakost toka,Nazivna napetost,Nazivna moč,Kolekcija,Temperatura barve,Komentarji,Dopolnilna barva I ANG,Dopolnilna barva I SLO,Dopolnilna barva II ANG,Dopolnilna barva II SLO,Dopolnilni simbol tkanine iz vzorčne škatle I,Dopolnilni material I ANG,Dopolnilni material I SLO,Dopolnilni material II ANG,Dopolnilni material II SLO,Dopolnilni material III ANG,Dopolnilni material III SLO,Indeks barvnega videza (CRI),Vrsta toka,Izvrtina (cutout),Kot detekcije,Razdalja detekcije,Hitrost detekcije,Premer,Višina,Enota višine,Dolžina,Enota dolžine,Širina,Enota širine,Zatemnljivo ANG,Zatemnljivo SLO,Razdalja od stene,Enota razdalje od stene,EAN koda,Električni razred ANG,Režim nujne osvetlitve ANG,Režim nujne osvetlitve SLO,Energijski razred,Ekvivalent,Simbol tkanine iz vzorčne škatle,Svetlobni tok,Enota svetlobnega toka,Frekvenca,Enota frekvence,Bruto teža (2),Enota bruto teže (2),Nastavitev višine,Razpon nastavitve višine,Enota razpona nastavitve višine,Višina daljše roke,Enota višine daljše roke,Višina senčnika reflektorja,Enota višine senčnika reflektorja,Višina krajše roke,Enota višine krajše roke,Dimenzije odprtine,Enota dimenzij odprtine,Oblika odprtine ANG,Oblika odprtine SLO,Ikone,IK stopnja,Montažna višina,IP stopnja zaščite,Oblika svetilke ANG,Oblika svetilke SLO,Prevladujoča barva ANG,Prevladujoča barva SLO,Prevladujoč material ANG,Prevladujoč material SLO,Dolžina podnožja,Enota dolžine podnožja,Dolžina horizontalne roke,Enota dolžine horizontalne roke,Dolžina senčnika,Enota dolžine senčnika,Dolžina vertikalne roke,Enota dolžine vertikalne roke,Življenjska doba,Vrsta svetlobnega vira ANG,Vrsta svetlobnega vira SLO,Luks,Model,Vrtenje motorja,Neto teža (2),Enota neto teže (2),Hrup,Število svetlobnih segmentov,Število svetlobnih virov,Število paketov,Število ciklov polnjenja,PCN,Kosov na karton,Višina paketa I,Višina paketa II,Višina paketa III,Enota višine paketa I,Enota višine paketa II,Enota višine paketa III,Dolžina paketa I,Dolžina paketa II,Dolžina paketa III,Enota dolžine paketa I,Enota dolžine paketa II,Enota dolžine paketa III,Volumen paketa,Enota volumna paketa,Širina paketa I,Širina paketa II,Širina paketa III,Enota širine paketa I,Enota širine paketa II,Enota širine paketa III,Faktor moči,Ime izdelka,Razdelitev na segmente,Velikost,Podnožje / socket,Dolžina spuščenega stropa,Enota dolžine spuščenega stropa,Solarni panel,Solarna moč,Slog ANG,Slog SLO,Tehnična opomba,Časovna zakasnitev,Vrsta kabla,Video,Napetost,Enota napetosti,Širina podnožja,Enota širine podnožja,Širina senčnika reflektorja,Enota širine senčnika reflektorja,Delovna temperatura,Delovni čas,Združljivo z
BA.BY40.00330,5949097706585,,,"Kotni konektor, BRY-L-4WRS-WHT-TRACKLINE CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,32,,0.09,,0,,66,mm,32,mm,32,mm,,,,,,11.89,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00330-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,10.2,kgs,,,,,,,,,,,,,,,,,IP20,,,White,bela,PC,PC,,,,,,,,,20000 h,,,,BY40-00330,,9.4,kgs,,,,,,,100,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY40.00331,5949097706592,,,"Kotni konektor, BRY-L-4WRS-BLC-TRACKLINE CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,32,,0.09,,0,,66,mm,32,mm,32,mm,,,,,,11.89,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00331-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,10.2,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,20000 h,,,,BY40-00331,,9.4,kgs,,,,,,,100,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY40.00340,5949097706608,,,"Konektor, BRY-MIDDLE-4WRS-WHT-TRACKLINE CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,51,,0.03,,0,,71,mm,31,mm,51,mm,,,,,,6.11,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00340-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,5.7,kgs,,,,,,,,,,,,,,,,,IP20,,,White,bela,PC,PC,,,,,,,,,20000 h,,,,BY40-00340,,5.4,kgs,,,,,,,200,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY40.00341,5949097706615,,,"Konektor, BRY-MIDDLE-4WRS-BLC-TRACKLINE CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,51,,0.03,,0,,71,mm,31,mm,51,mm,,,,,,6.11,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00341-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,5.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,20000 h,,,,BY40-00341,,5.4,kgs,,,,,,,200,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY40.00350,5949097727634,,,BRY-POWER SOCKET- 4WRS-WHT-CONNECTO,00000190,91086973,,kom,85369001,CN,33,,0.06,,0,,66,mm,33,mm,33,mm,,,,,,6.11,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00350-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,13,kgs,,,,,,,,,,,,,,,,,IP20,,,White,bela,PC,PC,,,,,,,,,20000 h,,,,BY40-00350,,12,kgs,,,,,,,200,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY40.00351,5949097727641,,,BRY-POWER SOCKET- 4WRS-BLC-CONNECTO,00000190,91086973,,kom,85369001,CN,33,,0.06,,0,,66,mm,33,mm,33,mm,,,,,,6.11,,,22,0,,,,,https://cdn.braytron.center/images/BY40-00351-1.webp,,,,,,,,,,,,,,,,4 WIRES,,,,2 Years,,,,,,,,,,,,,,,,,,,,220-240V 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,13,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,20000 h,,,,BY40-00351,,12,kgs,,,,,,,200,23,,,cm,,,38,,,cm,,,,,26,,,cm,,,,,,,4 WIRES,,,,,,,,,,,220-240V 50/60Hz,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00111,5949097722752,,,BRY-RC01-1M-48VDC-27.6×52.5-BLC-MAG.RAIL,00000190,91086973,,kom,94059900,CN,71,,1.08,,0,,1000,mm,52.5,mm,71,mm,,,,,,27.22,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00111-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,64.5,mm,1000,mm,64.5,mm,,,,,,III,,,,,,,,,,4.75,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,30000 h,,,,BY41-00111,,4,kgs,,,,,,,4,7,,,cm,,,103,,,cm,,,,,23.5,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00121,5949097722769,,,"Tračnica, magnetnaBRY-RC02-2M-48VDC-27.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,71,,2.14,,0,,2000,mm,52.5,mm,71,mm,,,,,,54.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00121-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,64.5,mm,2000,mm,64.5,mm,,,,,,III,,,,,,,,,,9.45,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,30000 h,,,,BY41-00121,,8,kgs,,,,,,,4,7,,,cm,,,203,,,cm,,,,,23.5,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00211,5949097722806,,,BRY-SR01-1M-48VDC-26.6×52.5-BLC-MAG.RAIL,00000190,91086973,,kom,94059900,CN,71,,0.9,,0,,1000,mm,52.5,mm,71,mm,,,,,,27.78,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00211-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,26.6,mm,1000,mm,26.6,mm,,,,,,III,,,,,,,,,,6.25,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,30000 h,,,,BY41-00211,,5.4,kgs,,,,,,,6,7,,,cm,,,103,,,cm,,,,,18,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00221,5949097722813,,,"Tračnica, magnetnaBRY-SR02-2M-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,71,,1.77,,0,,2000,mm,52.5,mm,71,mm,,,,,,55.56,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00221-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,26.6,mm,2000,mm,26.6,mm,,,,,,III,,,,,,,,,,12.35,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,30000 h,,,,BY41-00221,,10.8,kgs,,,,,,,6,7,,,cm,,,203,,,cm,,,,,18,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00311,5949097722851,,,"Tračnica, magnetnaBRY-SR11-1MT-48VDC-26.4×28-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,71,,0.72,,0,,1000,mm,52.5,mm,71,mm,,,,,,29.9,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00311-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,27,mm,1000,mm,27,mm,,,,,,III,,,,,,,,,,9.15,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-00311,,8.70,kgs,,,,,,,12,70,,,mm,,,1300,,,mm,,,,,190,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.00321,5949097722868,,,"Tračnica, magnetnaBRY-SR12-2MT-48VDC-26.4×28-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,71,,1.46,,0,,2000,mm,52.5,mm,71,mm,,,,,,50,,,22,0,,,,,https://cdn.braytron.center/images/BY41-00321-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,27,mm,2000,mm,27,mm,,,,,,III,,,,,,,,,,18.30,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-00321,,17.5,kgs,,,,,,,12,70,,,mm,,,2300,,,mm,,,,,190,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10101,5949097722776,,,BRY-CRC01-48VDC-27.6×52.5-BLC-MAG.RAIL,00000190,91086973,,kom,94059900,CN,120,,0.17,,0,,120,mm,52.5,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10101-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,mm,120,mm,120,mm,,,,,,,,,,,,,,,,1.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10101,,1.1,kgs,,,,,,,8,15,,,cm,,,28,,,cm,,,,,28,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10111,5949097722783,,,"Kotni element za magnetno tračnico, BRY-CRC02-48VDC-27.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.18,,0,,120,mm,70.5,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10111-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,mm,120,mm,120,mm,,,,,,,,,,,,,,,,1.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10111,,1.1,kgs,,,,,,,8,15,,,cm,,,28,,,cm,,,,,28,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10121,5949097722790,,,"Kotni element za magnetno tračnico, BRY-CRC03-48VDC-27.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.18,,0,,120,mm,70.5,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10121-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,mm,120,mm,120,mm,,,,,,,,,,,,,,,,1.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10121,,1.1,kgs,,,,,,,8,15,,,cm,,,28,,,cm,,,,,28,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10201,5949097722820,,,"Kotni element za magnetno tračnico, BRY-SRC01-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.14,,0,,120,mm,26.6,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10201-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,mm,120,mm,120,mm,,,,,,,,,,,,,,,,1.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10201,,1.2,kgs,,,,,,,8,15,,,cm,,,28,,,cm,,,,,28,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10211,5949097722837,,,"Kotni element za magnetno tračnico, BRY-SRC02-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.16,,0,,120,mm,26.6,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10211-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,mm,120,mm,120,mm,,,,,,,,,,,,,,,,1.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10211,,1.2,kgs,,,,,,,8,15,,,cm,,,28,,,cm,,,,,28,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10221,5949097722844,,,BRY-SRC03-48VDC-26.6×52.5-BLC-MAG.RAIL,00000190,91086973,,kom,94059900,CN,120,,0.15,,0,,120,mm,53,mm,120,mm,,,,,,9.44,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10221-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,53,mm,120,mm,120,mm,,,,,,III,,,,,,,,,,1.80,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10221,,1.20,kgs,,,,,,,8,150,,,mm,,,280,,,mm,,,,,280,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10301,5949097722875,,,"Kotni element za magnetno tračnico, BRY-SRC11-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.12,,0,,120,mm,27,mm,120,mm,,,,,,13.4,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10301-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,27,mm,120,mm,120,mm,,,,,,III,,,,,,,,,,1.30,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10301,,1.00,kgs,,,,,,,8,150,,,mm,,,270,,,mm,,,,,170,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10311,5949097722882,,,"Kotni element za magnetno tračnico, BRY-SRC12-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.12,,0,,120,mm,27,mm,120,mm,,,,,,13.4,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10311-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,27,mm,120,mm,120,mm,,,,,,III,,,,,,,,,,1.40,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10311,,1.00,kgs,,,,,,,8,150,,,mm,,,270,,,mm,,,,,170,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.10321,5949097722899,,,"Kotni element za magnetno tračnico, BRY-SRC13-48VDC-26.6×52.5-BLC-MAG.RAIL, (R2)",00000190,91086973,,kom,94059900,CN,120,,0.12,,0,,120,mm,27,mm,120,mm,,,,,,13.4,,,22,0,,,,,https://cdn.braytron.center/images/BY41-10321-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,27,mm,120,mm,120,mm,,,,,,III,,,,,,,,,,1.40,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-10321,,1.00,kgs,,,,,,,8,150,,,mm,,,270,,,mm,,,,,170,,,mm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90011,5949097722905,,,"MAGNETIC TRACKLINEBRY-ST01-48VDC-2-BLC-MAG.STRAITH CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,17,,0.03,,0,,143,mm,16,mm,17,mm,,,,,,6,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90011-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,16,mm,142,mm,16,mm,,,,,,III,,,,,,,,,,3.2,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,30000 h,,,,BY41-90011,,2.9,kgs,,,,,,,100,12.5,,,cm,,,35,,,cm,,,,,22,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90021,5949097722912,,,"MAGNETIC TRACKLINEBRY-CR01-48VDC-2-BLC-MAG.CORNER  CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,19,,0.04,,0,,300,mm,18,mm,19,mm,,,,,,9.56,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90021-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,16,mm,300,mm,16,mm,,,,,,III,,,,,,,,,,6.2,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,30000 h,,,,BY41-90021,,5.6,kgs,,,,,,,100,28,,,cm,,,31,,,cm,,,,,25,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90031,5949097722929,,,"MAGNETIC TRACKLINEBRY-SC01-48VDC-2-BLC-MAG.SOCKET CONNECTOR, (R2)",00000190,91086973,,kom,94059900,CN,19,,0.05,,0,,444,mm,18.5,mm,19,mm,,,,,,7.78,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90031-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,48VDC,,,,,,,,,,,,,,,,,,,,,,,19,mm,444,mm,19,mm,,,,,,III,,,,,,,,,,2.7,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,30000 h,,,,BY41-90031,,2.35,kgs,,,,,,,50,12,,,cm,,,47.5,,,cm,,,,,22,,,cm,,,,,,,,,,,,,,,,,,48VDC,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90041,5949097722936,,,"MAGNETIC TRACKLINEBRY-PD01-BLC-MAG.PENDANT PART, (R2)",00000190,91086973,,kom,94059900,CN,0,,0.1,,0,,0,mm,0,mm,0,mm,,,,,,5.5,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90041-1.webp,,,,,,,,,,,,,,,,,,,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,kgs,,,,,,,,,,,,,,,,,,,,Black,črna,Aluminium,aluminij,,,,,,,,,,,,,BY41-90041,,4.3,kgs,,,,,,,100,28,,,cm,,,28,,,cm,,,,,24.5,,,cm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90051,5949097722943,,,"MAGNETIC TRACKLINEBRY-PD02-BLC-MAG.PENDANT PART, (R2)",00000190,91086973,,kom,94059900,CN,80,,0.14,,0,,22,mm,10,mm,80,mm,,,,,,7.32,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90051-1.webp,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,mm,1500,mm,80,mm,,,,,,,,,,,,,,,,7.50,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Metal,kovina,,,,,,,,,,,,,BY41-90051,,7.00,kgs,,,,,,,50,290,,,mm,,,300,,,mm,,,,,300,,,mm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90061,5949097722950,,,"MAGNETIC TRACKLINEBRY-SR01-BLC-MAG.SIDE COVER, (R2)",00000190,91086973,,kom,94059900,CN,26.5,,0.01,,0,,52,mm,2,mm,26.5,mm,,,,,,1.65,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90061-1.webp,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,mm,52,mm,26.5,mm,,,,,,,,,,,,,,,,1.00,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,PC,PC,,,,,,,,,,,,,BY41-90061,,0.84,kgs,,,,,,,100,105,,,mm,,,205,,,mm,,,,,205,,,mm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
BA.BY41.90071,5949097722967,,,"MAGNETIC TRACKLINEBRY-SR11-BLC-MAG.SIDE COVER, (R2)",00000190,91086973,,kom,94059900,CN,26.2,,0.02,,0,,27,mm,1.5,mm,26.2,mm,,,,,,1.65,,,22,0,,,,,https://cdn.braytron.center/images/BY41-90071-1.webp,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,mm,27,mm,26.2,mm,,,,,,,,,,,,,,,,6.80,kgs,,,,,,,,,,,,,,,,,IP20,,,Black,črna,Metal,kovina,,,,,,,,,,,,,BY41-90071,,4.00,kgs,,,,,,,100,105,,,mm,,,205,,,mm,,,,,205,,,mm,,,,,,,,,,,,,,,,,,,,,,,,-20⁰C ~ +40⁰C,,
