Šifra artikla,EAN,Cena B2B,Cena B2C,DDV,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Rabatna skupina artikla,Rabatna skupina ERP,Popust odprodaje %
NW.11216,5903139112161,44.4,44.4,22,,,,,,9,,,,NW,NW,0
NW.11217,5903139112178,44.4,44.4,22,,,,,,49,,,,NW,NW,0
NW.11218,5903139112185,37,37,22,,,,,,17,,,,NW,NW,0
NW.11220,5903139112208,47.4,47.4,22,,,,,,3,,,,NW,NW,0
NW.11221,5903139112215,84.9,84.9,22,,,,,,9,,,,NW,NW,0
NW.11222,5903139112222,47.4,47.4,22,,,,,,7,,,,NW,NW,0
NW.11223,5903139112239,47.4,47.4,22,,,,,,0,,,,NW,NW,0
NW.11225,5903139112253,199,199,22,,,,,,12,10,21.10.2026,,NW,NW,0
NW.11226,5903139112260,199,199,22,,,,,,8,20,01.10.2026,,NW,NW,0
NW.11227,5903139112277,199,199,22,,,,,,7,20,05.10.2026,,NW,NW,0
NW.11228,5903139112284,199,199,22,,,,,,27,,,,NW,NW,0
NW.11230,5903139112307,275,275,22,,,,,,0,8,28.09.2026,,NW,NW,0
NW.11231,5903139112314,275,275,22,,,,,,2,20,06.10.2026,,NW,NW,0
NW.11232,5903139112321,275,275,22,,,,,,12,10,28.09.2026,,NW,NW,0
NW.11233,5903139112338,275,275,22,,,,,,11,20,28.09.2026,,NW,NW,0
NW.11242,5903139112420,161.1,161.1,22,,,,,,51,,,,NW,NW,0
NW.11243,5903139112437,161.1,161.1,22,,,,,,143,68,01.10.2026,,NW,NW,0
NW.11244,5903139112444,168,168,22,,,,,,0,17,12.10.2026,,NW,NW,0
NW.11245,5903139112451,168,168,22,,,,,,19,60,01.10.2026,,NW,NW,0
NW.11246,5903139112468,27.8,27.8,22,,,,,,55,,,,NW,NW,0
NW.11247,5903139112475,19,19,22,,,,,,36,,,,NW,NW,0
NW.11248,5903139112482,18,18,22,,,,,,47,,,,NW,NW,0
NW.11250,5903139112505,18,18,22,,,,,,127,,,,NW,NW,0
NW.11251,5903139112512,172,172,22,,,,,,6,20,01.10.2026,,NW,NW,0
NW.11252,5903139112529,172,172,22,,,,,,102,,,,NW,NW,0
NW.11288,5903139112888,80,80,22,,,,,,9,1,15.09.2026,,NW,NW,0
NW.11290,5903139112901,103.1,103.1,22,,,,,,42,10,15.09.2026,,NW,NW,0
NW.11291,5903139112918,144.2,144.2,22,,,,,,9,30,28.09.2026,,NW,NW,0
NW.11292,5903139112925,225,225,22,,,,,,5,20,12.10.2026,,NW,NW,0
NW.11295,5903139112956,66.3,66.3,22,,,,,,46,,,,NW,NW,0
NW.11296,5903139112963,58,58,22,,,,,,43,,,,NW,NW,0
NW.11297,5903139112970,58,58,22,,,,,,49,,,,NW,NW,0
NW.11298,5903139112987,52,52,22,,,,,,97,40,28.09.2026,,NW,NW,0
NW.11305,5903139113052,44.1,44.1,22,,,,,,251,100,21.12.2026,,NW,NW,0
NW.11306,5903139113069,54.6,54.6,22,,,,,,235,,,,NW,NW,0
NW.11307,5903139113076,44.1,44.1,22,,,,,,538,,,,NW,NW,0
NW.11308,5903139113083,58,58,22,,,,,,329,300,06.10.2026,,NW,NW,0
NW.11310,5903139113106,37.8,37.8,22,,,,,,49,100,10.11.2026,,NW,NW,0
NW.11311,5903139113113,46.2,46.2,22,,,,,,304,,,,NW,NW,0
NW.11312,5903139113120,40,40,22,,,,,,118,,,,NW,NW,0
NW.11313,5903139113137,48.3,48.3,22,,,,,,70,100,10.11.2026,,NW,NW,0
NW.11314,5903139113144,40,40,22,,,,,,320,,,,NW,NW,0
NW.11315,5903139113151,46.2,46.2,22,,,,,,0,190,06.10.2026,,NW,NW,0
NW.11316,5903139113168,51.6,51.6,22,,,,,,221,300,06.10.2026,,NW,NW,0
NW.11317,5903139113175,48.3,48.3,22,,,,,,106,,,,NW,NW,0
NW.11318,5903139113182,46.2,46.2,22,,,,,,65,1000,06.10.2026,,NW,NW,0
NW.11320,5903139113205,26.2,26.2,22,,,,,,814,300,21.12.2026,,NW,NW,0
NW.11321,5903139113212,12,12,22,,,,,,275,,,,NW,NW,0
NW.11322,5903139113229,10.8,10.8,22,,,,,,339,500,06.10.2026,,NW,NW,0
NW.11325,5903139113250,10.8,10.8,22,,,,,,506,500,10.11.2026,,NW,NW,0
NW.11326,5903139113267,12,12,22,,,,,,338,,,,NW,NW,0
NW.11327,5903139113274,3.6,3.6,22,,,,,,1680,500,10.11.2026,,NW,NW,0
NW.11328,5903139113281,63.1,63.1,22,0,,,0,,613,300,21.12.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11330,5903139113304,93,93,22,,,,,,326,,,,NW,NW,0
NW.11331,5903139113311,44.1,44.1,22,,,,,,180,,,,NW,NW,0
NW.11332,5903139113328,54.6,54.6,22,,,,,,175,,,,NW,NW,0
NW.11333,5903139113335,44.1,44.1,22,,,,,,577,200,21.12.2026,,NW,NW,0
NW.11334,5903139113342,58,58,22,,,,,,203,300,06.10.2026,,NW,NW,0
NW.11335,5903139113359,37.8,37.8,22,,,,,,282,,,,NW,NW,0
NW.11336,5903139113366,46.2,46.2,22,,,,,,166,,,,NW,NW,0
NW.11337,5903139113373,40,40,22,,,,,,135,,,,NW,NW,0
NW.11338,5903139113380,48.3,48.3,22,,,,,,88,,,,NW,NW,0
NW.11340,5903139113403,40,40,22,,,,,,130,,,,NW,NW,0
NW.11341,5903139113410,46.2,46.2,22,,,,,,476,,,,NW,NW,0
NW.11342,5903139113427,51.6,51.6,22,,,,,,304,,,,NW,NW,0
NW.11343,5903139113434,48.3,48.3,22,,,,,,83,,,,NW,NW,0
NW.11346,5903139113465,64,64,22,,,,,,0,787,22.10.2026,,NW,NW,0
NW.11347,5903139113472,64,64,22,1,,,1,,563,1020,22.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11348,5903139113489,21,21,22,,,,,,177,320,27.10.2026,,NW,NW,0
NW.11350,5903139113502,21,21,22,,,,,,439,320,27.10.2026,,NW,NW,0
NW.11357,5903139113571,46.3,46.3,22,,,,,,306,,,,NW,NW,0
NW.11358,5903139113588,80,80,22,,,,,,316,,,,NW,NW,0
NW.11360,5903139113601,107,107,22,,,,,,223,,,,NW,NW,0
NW.11361,5903139113618,159,159,22,,,,,,141,100,11.12.2026,,NW,NW,0
NW.11362,5903139113625,239,239,22,1,,,1,,63,100,17.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11363,5903139113632,48.9,48.9,22,,,,,,203,200,30.11.2026,,NW,NW,0
NW.11364,5903139113649,59.9,59.9,22,,,,,,266,300,17.11.2026,,NW,NW,0
NW.11365,5903139113656,55,55,22,,,,,,170,100,17.11.2026,,NW,NW,0
NW.11366,5903139113663,71,71,22,,,,,,26,200,22.10.2026,,NW,NW,0
NW.11367,5903139113670,55,55,22,,,,,,79,,,,NW,NW,0
NW.11368,5903139113687,55,55,22,,,,,,48,200,30.11.2026,,NW,NW,0
NW.11370,5903139113700,71,71,22,,,,,,0,109,17.11.2026,,NW,NW,0
NW.11371,5903139113717,37.9,37.9,22,,,,,,143,,,,NW,NW,0
NW.11372,5903139113724,55,55,22,,,,,,59,100,22.10.2026,,NW,NW,0
NW.11373,5903139113731,85.9,85.9,22,1,,,1,,105,300,30.11.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11374,5903139113748,189,189,22,,,,,,0,292,17.11.2026,,NW,NW,0
NW.11375,5903139113755,355,355,22,,,,,,95,,,,NW,NW,0
NW.11376,5903139113762,125,125,22,,,,,,271,300,17.11.2026,,NW,NW,0
NW.11377,5903139113779,37.9,37.9,22,,,,,,219,,,,NW,NW,0
NW.11378,5903139113786,121.1,121.1,22,,,,,,32,2,14.09.2026,,NW,NW,0
NW.11380,5903139113809,121.1,121.1,22,,,,,,0,19,28.09.2026,,NW,NW,0
NW.11381,5903139113816,132,132,22,,,,,,10,10,12.10.2026,,NW,NW,0
NW.11382,5903139113823,132,132,22,,,,,,11,,,,NW,NW,0
NW.11395,5903139113953,136,136,22,,,,,,60,,,,NW,NW,0
NW.11396,5903139113960,161.1,161.1,22,,,,,,26,40,12.10.2026,,NW,NW,0
NW.11397,5903139113977,258,258,22,,,,,,86,,,,NW,NW,0
NW.11398,5903139113984,452,452,22,,,,,,6,20,28.09.2026,,NW,NW,0
NW.11400,5903139114004,218,218,22,,,,,,65,2,14.09.2026,,NW,NW,0
NW.11401,5903139114011,218,218,22,,,,,,6,2,28.09.2026,,NW,NW,0
NW.11402,5903139114028,205,205,22,,,,,,11,,,,NW,NW,0
NW.11403,5903139114035,210,210,22,,,,,,14,,,,NW,NW,0
NW.11408,5903139114080,631,631,22,,,,,,22,50,28.09.2026,,NW,NW,0
NW.11410,5903139114103,115,115,22,0,,,0,,180,13,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11411,5903139114110,115,115,22,0,,,0,,81,10,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11412,5903139114127,115,115,22,0,,,0,,112,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11413,5903139114134,115,115,22,0,,,0,,50,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11414,5903139114141,115,115,22,,,,,,25,,,,NW,NW,0
NW.11425,5903139114257,168,168,22,1,,,1,,327,92,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11426,5903139114264,168,168,22,0,,,0,,260,54,05.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11427,5903139114271,6,6,22,,,,,,484,,,,NW,NW,0
NW.11430,5903139114301,456,456,22,,,,,,11,2,28.09.2026,,NW,NW,0
NW.11431,5903139114318,115,115,22,,,,,,0,,,,NW,NW,0
NW.11432,5903139114325,258,258,22,0,,,0,,14,20,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11433,5903139114332,66.2,66.2,22,,,,,,61,60,06.10.2026,,NW,NW,0
NW.11434,5903139114349,108.4,108.4,22,,,,,,0,17,24.09.2026,,NW,NW,0
NW.11435,5903139114356,155,155,22,,,,,,13,1,24.09.2026,,NW,NW,0
NW.11436,5903139114363,195,195,22,,,,,,24,100,28.09.2026,,NW,NW,0
NW.11437,5903139114370,66.2,66.2,22,,,,,,104,1,24.09.2026,,NW,NW,0
NW.11438,5903139114387,108.4,108.4,22,,,,,,4,30,28.09.2026,,NW,NW,0
NW.11440,5903139114400,155,155,22,,,,,,22,1,28.09.2026,,NW,NW,0
NW.11441,5903139114417,195,195,22,,,,,,22,30,21.10.2026,,NW,NW,0
NW.11442,5903139114424,66.2,66.2,22,,,,,,44,,,,NW,NW,0
NW.11443,5903139114431,66.2,66.2,22,,,,,,59,30,21.10.2026,,NW,NW,0
NW.11444,5903139114448,66.2,66.2,22,,,,,,32,,,,NW,NW,0
NW.11445,5903139114455,108.4,108.4,22,,,,,,0,20,01.10.2026,,NW,NW,0
NW.11446,5903139114462,185,185,22,,,,,,8,10,21.10.2026,,NW,NW,0
NW.11447,5903139114479,108.4,108.4,22,,,,,,13,50,05.10.2026,,NW,NW,0
NW.11448,5903139114486,185,185,22,,,,,,7,40,28.09.2026,,NW,NW,0
NW.11450,5903139114509,108.4,108.4,22,,,,,,1,43,19.10.2026,,NW,NW,0
NW.11451,5903139114516,185,185,22,,,,,,6,10,21.10.2026,,NW,NW,0
NW.11452,5903139114523,34.6,34.6,22,,,,,,0,142,28.09.2026,,NW,NW,0
NW.11453,5903139114530,34.6,34.6,22,0,,,0,,45,1,22.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11454,5903139114547,34.6,34.6,22,,,,,,29,1,28.09.2026,,NW,NW,0
NW.11455,5903139114554,34.6,34.6,22,,,,,,7,40,21.10.2026,,NW,NW,0
NW.11456,5903139114561,34.6,34.6,22,,,,,,29,3,01.10.2026,,NW,NW,0
NW.11460,5903139114608,225,225,22,,,,,,21,71,01.10.2026,,NW,NW,0
NW.11461,5903139114615,225,225,22,,,,,,0,12,24.09.2026,,NW,NW,0
NW.11462,5903139114622,282,282,22,,,,,,3,62,01.10.2026,,NW,NW,0
NW.11463,5903139114639,282,282,22,,,,,,0,18,01.10.2026,,NW,NW,0
NW.11464,5903139114646,288,288,22,,,,,,0,18,28.09.2026,,NW,NW,0
NW.11465,5903139114653,288,288,22,,,,,,0,20,01.10.2026,,NW,NW,0
NW.11466,5903139114660,66.2,66.2,22,,,,,,16,,,,NW,NW,0
NW.11467,5903139114677,108.4,108.4,22,,,,,,11,,,,NW,NW,0
NW.11468,5903139114684,155,155,22,,,,,,3,10,21.10.2026,,NW,NW,0
NW.11470,5903139114707,195,195,22,,,,,,4,30,19.10.2026,,NW,NW,0
NW.11471,5903139114714,108.4,108.4,22,,,,,,19,,,,NW,NW,0
NW.11472,5903139114721,185,185,22,,,,,,8,,,,NW,NW,0
NW.11473,5903139114738,66.2,66.2,22,,,,,,77,,,,NW,NW,0
NW.11478,5903139114783,19,19,22,,,,,,23,,,,NW,NW,0
NW.11480,5903139114806,19,19,22,,,,,,4,10,06.10.2026,,NW,NW,0
NW.11482,5903139114820,121.1,121.1,22,,,,,,27,1,28.09.2026,,NW,NW,0
NW.11483,5903139114837,121.1,121.1,22,,,,,,33,,,,NW,NW,0
NW.11484,5903139114844,121.1,121.1,22,,,,,,7,,,,NW,NW,0
NW.11485,5903139114851,86.2,86.2,22,,,,,,0,16,01.10.2026,,NW,NW,0
NW.11486,5903139114868,86.2,86.2,22,,,,,,74,,,,NW,NW,0
NW.11487,5903139114875,86.2,86.2,22,,,,,,20,,,,NW,NW,0
NW.11488,5903139114882,68.4,68.4,22,,,,,,31,,,,NW,NW,0
NW.11490,5903139114905,68.4,68.4,22,,,,,,59,4,01.10.2026,,NW,NW,0
NW.11491,5903139114912,68.4,68.4,22,,,,,,21,,,,NW,NW,0
NW.11492,5903139114929,34.6,34.6,22,,,,,,42,4,22.09.2026,,NW,NW,0
NW.11493,5903139114936,34.6,34.6,22,,,,,,41,1,06.10.2026,,NW,NW,0
NW.11494,5903139114943,172,172,22,1,,,1,,10,30,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11495,5903139114950,168,168,22,,,,,,0,15,01.10.2026,,NW,NW,0
NW.11496,5903139114967,161.1,161.1,22,1,,,1,,0,26,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11497,5903139114974,95,95,22,0,,,0,,0,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11498,5903139114981,57,57,22,0,,,0,,12,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11500,5903139115001,38,38,22,,,,,,17,4,01.10.2026,,NW,NW,0
NW.11501,5903139115018,95,95,22,,,,,,8,,,,NW,NW,0
NW.11502,5903139115025,57,57,22,,,,,,10,,,,NW,NW,0
NW.11503,5903139115032,38,38,22,,,,,,10,40,21.10.2026,,NW,NW,0
NW.11504,5903139115049,95,95,22,0,,,0,,8,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11505,5903139115056,57,57,22,,,,,,14,,,,NW,NW,0
NW.11506,5903139115063,38,38,22,0,,,0,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11510,5903139115100,73.6,73.6,22,,,,,,40,,,,NW,NW,0
NW.11511,5903139115117,73.6,73.6,22,,,,,,125,,,,NW,NW,0
NW.11512,5903139115124,73.6,73.6,22,,,,,,0,86,01.10.2026,,NW,NW,0
NW.11513,5903139115131,73.6,73.6,22,,,,,,11,,,,NW,NW,0
NW.11520,5903139115209,100,100,22,,,,,,7,30,06.10.2026,,NW,NW,0
NW.11521,5903139115216,100,100,22,,,,,,125,,,,NW,NW,0
NW.11525,5903139115254,9.4,9.4,22,,,,,,4649,2000,10.11.2026,,NW,NW,0
NW.11528,5903139115285,35.9,35.9,22,1,,,1,,290,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11530,5903139115308,35.9,35.9,22,,,,,,127,100,17.11.2026,,NW,NW,0
NW.11531,5903139115315,87.9,87.9,22,,,,,,151,,,,NW,NW,0
NW.11532,5903139115322,87.9,87.9,22,,,,,,114,,,,NW,NW,0
NW.11533,5903139115339,87.9,87.9,22,,,,,,285,,,,NW,NW,0
NW.11534,5903139115346,87.9,87.9,22,,,,,,57,,,,NW,NW,0
NW.11535,5903139115353,87.9,87.9,22,,,,,,118,,,,NW,NW,0
NW.11536,5903139115360,115,115,22,,,,,,112,,,,NW,NW,0
NW.11537,5903139115377,115,115,22,,,,,,140,,,,NW,NW,0
NW.11538,5903139115384,163,163,22,,,,,,41,,,,NW,NW,0
NW.11540,5903139115407,107,107,22,,,,,,85,200,27.10.2026,,NW,NW,0
NW.11541,5903139115414,119,119,22,,,,,,178,,,,NW,NW,0
NW.11542,5903139115421,115,115,22,,,,,,92,,,,NW,NW,0
NW.11543,5903139115438,67.9,105.3,22,8,,,8,,147,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11544,5903139115445,59.9,59.9,22,,,,,,104,405,08.12.2026,,NW,NW,0
NW.11545,5903139115452,65,65,22,,,,,,138,195,27.10.2026,,NW,NW,0
NW.11546,5903139115469,73.9,73.9,22,,,,,,164,195,27.10.2026,,NW,NW,0
NW.11547,5903139115476,123,123,22,,,,,,224,,,,NW,NW,0
NW.11548,5903139115483,92.9,92.9,22,0,,,0,,453,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11550,5903139115506,133,133,22,,,,,,69,200,08.12.2026,,NW,NW,0
NW.11551,5903139115513,92.9,92.9,22,,,,,,111,200,08.12.2026,,NW,NW,0
NW.11553,5903139115537,199,199,22,,,,,,119,,,,NW,NW,0
NW.11555,5903139115551,157,157,22,,,,,,0,205,27.10.2026,,NW,NW,0
NW.11557,5903139115575,157,157,22,,,,,,0,94,27.10.2026,,NW,NW,0
NW.11558,5903139115582,197,197,22,,,,,,186,200,08.12.2026,,NW,NW,0
NW.11560,5903139115605,197,197,22,,,,,,9,100,08.12.2026,,NW,NW,0
NW.11561,5903139115612,197,197,22,,,,,,43,,,,NW,NW,0
NW.11562,5903139115629,55,55,22,,,,,,79,,,,NW,NW,0
NW.11563,5903139115636,55,55,22,,,,,,128,,,,NW,NW,0
NW.11564,5903139115643,55,55,22,,,,,,2,,,,NW,NW,0
NW.11566,5903139115667,78.9,78.9,22,,,,,,0,194,27.10.2026,,NW,NW,0
NW.11567,5903139115674,78.9,78.9,22,,,,,,90,,,,NW,NW,0
NW.11568,5903139115681,133,133,22,,,,,,82,,,,NW,NW,0
NW.11570,5903139115704,133,133,22,,,,,,0,98,27.10.2026,,NW,NW,0
NW.11571,5903139115711,133,133,22,,,,,,112,,,,NW,NW,0
NW.11572,5903139115728,153,153,22,,,,,,45,,,,NW,NW,0
NW.11573,5903139115735,153,153,22,,,,,,73,,,,NW,NW,0
NW.11574,5903139115742,153,153,22,,,,,,49,,,,NW,NW,0
NW.11578,5903139115780,168,168,22,1,,,1,,168,2,21.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11580,5903139115803,168,168,22,,,,,,105,,,,NW,NW,0
NW.11581,5903139115810,218,218,22,,,,,,23,1,14.09.2026,,NW,NW,0
NW.11582,5903139115827,218,218,22,,,,,,13,20,28.09.2026,,NW,NW,0
NW.11583,5903139115834,195,195,22,0,,,0,,51,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11584,5903139115841,195,195,22,,,,,,36,,,,NW,NW,0
NW.11585,5903139115858,121.1,121.1,22,,,,,,13,50,05.10.2026,,NW,NW,0
NW.11586,5903139115865,115,115,22,,,,,,72,2,14.09.2026,,NW,NW,0
NW.11587,5903139115872,105.2,105.2,22,,,,,,96,14,14.09.2026,,NW,NW,0
NW.11588,5903139115889,132,132,22,2,0,0,2,0,39,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11590,5903139115902,132,132,22,,,,,,36,1,14.09.2026,,NW,NW,0
NW.11591,5903139115919,121.1,121.1,22,,,,,,57,100,05.10.2026,,NW,NW,0
NW.11592,5903139115926,121.1,121.1,22,,,,,,34,,,,NW,NW,0
NW.11598,5903139115988,9,9,22,,,,,,0,834,22.10.2026,,NW,NW,0
NW.11600,5903139116008,9,9,22,,,,,,0,477,10.11.2026,,NW,NW,0
NW.11601,5903139116015,114,114,22,,,,,,6,,,,NW,NW,0
NW.11602,5903139116022,452,452,22,,,,,,62,,,,NW,NW,0
NW.11603,5903139116039,205,205,22,,,,,,51,6,28.09.2026,,NW,NW,0
NW.11604,5903139116046,210,210,22,,,,,,16,20,14.09.2026,,NW,NW,0
NW.11605,5903139116053,218,218,22,,,,,,37,1,14.09.2026,,NW,NW,0
NW.11606,5903139116060,210,210,22,,,,,,10,,,,NW,NW,0
NW.11607,5903139116077,210,210,22,,,,,,11,,,,NW,NW,0
NW.11617,5903139116176,14.6,14.6,22,,,,,,676,,,,NW,NW,0
NW.11618,5903139116183,16.8,16.8,22,,,,,,115,200,28.09.2026,,NW,NW,0
NW.11620,5903139116206,16.8,16.8,22,,,,,,132,,,,NW,NW,0
NW.11621,5903139116213,10.8,10.8,22,,,,,,221,,,,NW,NW,0
NW.11622,5903139116220,16.8,16.8,22,,,,,,224,,,,NW,NW,0
NW.11623,5903139116237,16.8,16.8,22,,,,,,178,,,,NW,NW,0
NW.11624,5903139116244,51.5,51.5,22,,,,,,110,300,04.11.2026,,NW,NW,0
NW.11625,5903139116251,103.1,103.1,22,,,,,,559,500,17.11.2026,,NW,NW,0
NW.11626,5903139116268,44.1,44.1,22,,,,,,272,300,21.12.2026,,NW,NW,0
NW.11627,5903139116275,78,78,22,0,,,0,,229,600,25.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11628,5903139116282,8.4,8.4,22,,,,,,478,1000,21.12.2026,,NW,NW,0
NW.11630,5903139116305,68.4,68.4,22,,,,,,125,100,17.11.2026,,NW,NW,0
NW.11631,5903139116312,68.4,68.4,22,,,,,,18,100,28.09.2026,,NW,NW,0
NW.11632,5903139116329,52.5,52.5,22,1,0,0,1,0,187,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11633,5903139116336,52.5,52.5,22,,,,,,234,,,,NW,NW,0
NW.11634,5903139116343,71.5,71.5,22,0,,,0,,119,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11635,5903139116350,71.5,71.5,22,,,,,,204,,,,NW,NW,0
NW.11636,5903139116367,58,58,22,,,,,,446,600,21.12.2026,,NW,NW,0
NW.11637,5903139116374,58,58,22,,,,,,0,470,25.09.2026,,NW,NW,0
NW.11638,5903139116381,47.3,47.3,22,,,,,,287,,,,NW,NW,0
NW.11639,5903139116398,47.3,47.3,22,,,,,,166,200,28.09.2026,,NW,NW,0
NW.11640,5903139116404,75,75,22,,,,,,90,,,,NW,NW,0
NW.11641,5903139116411,75,75,22,,,,,,103,,,,NW,NW,0
NW.11642,5903139116428,56,56,22,,,,,,106,200,28.09.2026,,NW,NW,0
NW.11643,5903139116435,56,56,22,,,,,,126,200,28.09.2026,,NW,NW,0
NW.11644,5903139116442,50.4,50.4,22,,,,,,407,600,25.09.2026,,NW,NW,0
NW.11645,5903139116459,50.4,50.4,22,,,,,,271,300,25.09.2026,,NW,NW,0
NW.11646,5903139116466,405,405,22,,,,,,10,1,14.09.2026,,NW,NW,0
NW.11647,5903139116473,405,405,22,,,,,,6,20,28.09.2026,,NW,NW,0
NW.11648,5903139116480,537,537,22,,,,,,35,,,,NW,NW,0
NW.11649,5903139116497,535,535,22,,,,,,21,,,,NW,NW,0
NW.11650,5903139116503,93,93,22,,,,,,115,100,16.10.2026,,NW,NW,0
NW.11651,5903139116510,151,151,22,,,,,,63,16,24.09.2026,,NW,NW,0
NW.11652,5903139116527,168,168,22,,,,,,0,70,28.09.2026,,NW,NW,0
NW.11653,5903139116534,214,214,22,0,,,0,,27,60,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11654,5903139116541,119,119,22,,,,,,124,100,12.10.2026,,NW,NW,0
NW.11655,5903139116558,80,80,22,0,,,0,,154,100,16.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11656,5903139116565,214,214,22,,,,,,3,50,01.10.2026,,NW,NW,0
NW.11657,5903139116572,92,92,22,,,,,,31,,,,NW,NW,0
NW.11658,5903139116589,151,151,22,,,,,,0,20,28.09.2026,,NW,NW,0
NW.11659,5903139116596,161.1,161.1,22,,,,,,5,10,24.09.2026,,NW,NW,0
NW.11660,5903139116602,214,214,22,,,,,,15,5,28.09.2026,,NW,NW,0
NW.11661,5903139116619,108.4,108.4,22,,,,,,10,10,07.10.2026,,NW,NW,0
NW.11662,5903139116626,80,80,22,,,,,,14,25,06.10.2026,,NW,NW,0
NW.11663,5903139116633,214,214,22,,,,,,17,,,,NW,NW,0
NW.11664,5903139116640,115,115,22,,,,,,39,,,,NW,NW,0
NW.11665,5903139116657,144.2,144.2,22,,,,,,53,,,,NW,NW,0
NW.11666,5903139116664,185,185,22,,,,,,21,20,28.09.2026,,NW,NW,0
NW.11667,5903139116671,178,178,22,,,,,,15,2,28.09.2026,,NW,NW,0
NW.11668,5903139116688,115,115,22,,,,,,180,100,16.10.2026,,NW,NW,0
NW.11669,5903139116695,80,80,22,,,,,,55,60,21.10.2026,,NW,NW,0
NW.11670,5903139116701,100,100,22,,,,,,168,,,,NW,NW,0
NW.11671,5903139116718,172,172,22,,,,,,0,35,24.09.2026,,NW,NW,0
NW.11672,5903139116725,258,258,22,,,,,,14,60,28.09.2026,,NW,NW,0
NW.11673,5903139116732,115,115,22,,,,,,9,,,,NW,NW,0
NW.11674,5903139116749,144.2,144.2,22,,,,,,11,,,,NW,NW,0
NW.11675,5903139116756,185,185,22,,,,,,3,10,21.10.2026,,NW,NW,0
NW.11676,5903139116763,178,178,22,,,,,,13,,,,NW,NW,0
NW.11677,5903139116770,115,115,22,,,,,,0,145,01.10.2026,,NW,NW,0
NW.11678,5903139116787,80,80,22,,,,,,47,,,,NW,NW,0
NW.11679,5903139116794,100,100,22,,,,,,36,,,,NW,NW,0
NW.11680,5903139116800,172,172,22,,,,,,25,60,01.10.2026,,NW,NW,0
NW.11681,5903139116817,258,258,22,,,,,,54,,,,NW,NW,0
NW.11682,5903139116824,161.1,161.1,22,,,,,,18,,,,NW,NW,0
NW.11683,5903139116831,214,214,22,,,,,,11,,,,NW,NW,0
NW.11684,5903139116848,121.1,121.1,22,,,,,,37,,,,NW,NW,0
NW.11685,5903139116855,456,456,22,,,,,,16,5,28.09.2026,,NW,NW,0
NW.11686,5903139116862,515,515,22,,,,,,17,10,28.09.2026,,NW,NW,0
NW.11699,5903139116992,437,437,22,,,,,,53,,,,NW,NW,0
NW.11700,5903139117005,353,353,22,,,,,,84,,,,NW,NW,0
NW.11701,5903139117012,295,295,22,,,,,,51,100,02.11.2026,,NW,NW,0
NW.11702,5903139117029,205,205,22,,,,,,0,38,26.10.2026,,NW,NW,0
NW.11703,5903139117036,117,117,22,,,,,,28,100,02.11.2026,,NW,NW,0
NW.11704,5903139117043,643,643,22,,,,,,35,,,,NW,NW,0
NW.11705,5903139117050,416,416,22,,,,,,52,,,,NW,NW,0
NW.11706,5903139117067,564,564,22,,,,,,62,,,,NW,NW,0
NW.11707,5903139117074,474,474,22,,,,,,34,,,,NW,NW,0
NW.11708,5903139117081,269,269,22,,,,,,43,,,,NW,NW,0
NW.11710,5903139117104,209,209,22,,,,,,52,,,,NW,NW,0
NW.11711,5903139117111,269,269,22,,,,,,80,,,,NW,NW,0
NW.11712,5903139117128,23.2,23.2,22,,,,,,356,,,,NW,NW,0
