Šifra artikla,EAN,Cena B2B,Cena B2C,DDV,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Rabatna skupina artikla,Rabatna skupina ERP,Popust odprodaje %
NW.9084,5903139908498,,,22,,,,,,8,10,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9091,5903139909198,,,22,,,,,,27,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9126,5903139912693,,,22,,,,,,7,7,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9131,5903139913195,,,22,,,,,,0,10,05.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9132,5903139913294,,,22,,,,,,5,40,05.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9138,5903139913898,,,22,,,,,,0,9,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9140,5903139914093,,,22,,,,,,5,10,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9142,5903139914291,,,22,,,,,,0,5,05.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9143,5903139914390,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9145,5903139914598,,,22,,,,,,12,7,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9146,5903139914697,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9150,5903139915090,,,22,,,,,,16,1,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9151,5903139915199,,,22,,,,,,18,2,21.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9152,5903139915298,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9153,5903139915397,,,22,,,,,,46,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9154,5903139915496,,,22,,,,,,14,100,16.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9155,5903139915595,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9186,5903139918695,,,22,,,,,,171,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9187,5903139918794,,,22,,,,,,65,100,21.12.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9188,5903139918893,,,22,,,,,,70,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9190,5903139919098,,,22,,,,,,214,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9192,5903139919296,,,22,,,,,,27,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9237,5903139923798,,,22,,,,,,17,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9238,5903139923897,17.7,,22,,,,,,178,21,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9240,5903139924092,,,22,,,,,,13,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9241,5903139924191,,,22,,,,,,47,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9244,5903139924498,,,22,,,,,,278,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9245,5903139924597,34.36,,22,,,,,,46,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9252,5903139925297,,,22,,,,,,99,60,21.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9261,5903139926195,,,22,,,,,,32,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9263,5903139926393,,,22,,,,,,25,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9264,5903139926492,,,22,,,,,,15,5,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9266,5903139926690,,,22,,,,,,21,1,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9301,5903139930192,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9302,5903139930291,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9303,5903139930390,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9317,5903139931793,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9320,5903139932097,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9321,5903139932196,,,22,,,,,,447,200,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9322,5903139932295,23.71,,22,,,,,,886,550,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9324,5903139932493,,,22,,,,,,48,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9325,5903139932592,,,22,,,,,,75,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9337,5903139933797,,,22,,,,,,88,4,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9338,5903139933896,,,22,,,,,,207,100,13.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9342,5903139934299,,,22,,,,,,918,1000,13.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9343,5903139934398,,,22,,,,,,1229,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9344,5903139934497,,,22,,,,,,4705,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9345,5903139934596,,,22,,,,,,2588,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9353,5903139935395,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9362,5903139936293,,,22,,,,,,6,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9363,5903139936392,,,22,,,,,,26,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9364,5903139936491,,,22,,,,,,5,2,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9374,5903139937498,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9375,5903139937597,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9377,5903139937795,,,22,,,,,,36,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9378,5903139937894,,,22,,,,,,84,150,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9381,5903139938198,,,22,,,,,,36,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9382,5903139938297,,,22,,,,,,23,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9383,5903139938396,54.71,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9384,5903139938495,,,22,,,,,,25,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9385,5903139938594,,,22,,,,,,56,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9387,5903139938792,,,22,,,,,,49,50,12.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9388,5903139938891,,,22,,,,,,50,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9392,5903139939294,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9396,5903139939690,,,22,,,,,,1,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9403,5903139940399,,,22,,,,,,116,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9404,5903139940498,,,22,,,,,,62,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9407,5903139940795,,,22,,,,,,21,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9408,5903139940894,,,22,,,,,,52,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9412,5903139941297,,,22,,,,,,108,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9413,5903139941396,,,22,,,,,,132,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9416,5903139941693,,,22,,,,,,23,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9417,5903139941792,,,22,,,,,,332,4,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9420,5903139942096,,,22,,,,,,4,20,05.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9426,5903139942690,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9448,5903139944892,14.96,,22,,,,,,3873,1000,23.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9450,5903139945097,,,22,,,,,,3257,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9451,5903139945196,29.62,,22,,,,,,2508,2000,03.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9452,5903139945295,29.62,,22,,,,,,10793,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9453,5903139945394,,,22,,,,,,4201,1000,03.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9454,5903139945493,,,22,,,,,,2112,1000,21.12.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9455,5903139945592,4.5,,22,,,,,,2279,1000,21.12.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9456,5903139945691,,,22,,,,,,1168,600,21.12.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9457,5903139945790,,,22,,,,,,4535,2000,16.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9458,5903139945899,2.63,,22,,,,,,7304,2000,03.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9460,5903139946094,,,22,,,,,,3732,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9461,5903139946193,,,22,,,,,,1103,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9462,5903139946292,,,22,,,,,,1922,1000,03.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9463,5903139946391,4.23,,22,,,,,,6571,1000,23.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9470,5903139947091,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9482,5903139948296,22.6,,22,,,,,,309,300,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9486,5903139948692,22.6,,22,,,,,,25,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9490,5903139949095,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9491,5903139949194,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9495,5903139949590,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9500,5903139950091,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9501,5903139950190,,,22,,,,,,98,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9505,5903139950596,38.97,,22,,,,,,0,163,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9507,5903139950794,90.41,,22,,,,,,235,200,17.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9508,5903139950893,94.66,,22,,,,,,140,200,17.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9513,5903139951395,,,22,,,,,,168,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9514,5903139951494,88.45,,22,,,,,,290,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9515,5903139951593,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9516,5903139951692,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9517,5903139951791,,,22,,,,,,600,500,05.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9518,5903139951890,,,22,,,,,,627,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9551,5903139955195,28.83,,22,,,,,,88,200,10.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9554,5903139955492,38.97,,22,,,,,,718,501,10.11.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9555,5903139955591,26.86,,22,,,,,,0,155,15.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9557,5903139955799,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9561,5903139956192,,,22,,,,,,0,143,15.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9562,5903139956291,,,22,,,,,,0,123,20.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9563,5903139956390,,,22,,,,,,52,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9564,5903139956499,41.27,,22,,,,,,567,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9565,5903139956598,,,22,,,,,,780,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9570,5903139957090,,,22,,,,,,336,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9571,5903139957199,,,22,,,,,,197,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9574,5903139957496,50.46,,22,,,,,,287,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9575,5903139957595,,,22,,,,,,103,500,12.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9592,5903139959292,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9593,5903139959391,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9594,5903139959490,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9595,5903139959599,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9605,5903139960595,,,22,,,,,,158,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9606,5903139960694,,,22,,,,,,24,40,16.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9607,5903139960793,,,22,,,,,,48,200,01.01.2027,,NOWODVORSKI,NOWODVORSKI,0
NW.9672,5903139967297,,,22,,,,,,36,60,16.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9673,5903139967396,,,22,,,,,,35,104,16.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9675,5903139967594,,,22,,,,,,4,10,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9677,5903139967792,,,22,,,,,,8,10,05.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9680,5903139968096,,,22,,,,,,7,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9682,5903139968294,113.01,,22,,,,,,29,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9683,5903139968393,76.99,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9684,5903139968492,,,22,,,,,,13,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9687,5903139968799,50.79,,22,,,,,,57,50,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9700,5903139970099,45.53,,22,,,,,,12,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9704,5903139970495,,,22,,,,,,,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9705,5903139970594,,,22,,,,,,292,2,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9706,5903139970693,,,22,,,,,,145,1,22.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9707,5903139970792,,,22,,,,,,226,149,24.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9708,5903139970891,,,22,,,,,,548,73,28.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9710,5903139971096,,,22,,,,,,838,1,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9711,5903139971195,,,22,,,,,,47,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9712,5903139971294,,,22,,,,,,37,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9713,5903139971393,,,22,,,,,,46,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9714,5903139971492,,,22,,,,,,11,64,22.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9715,5903139971591,,,22,,,,,,89,100,01.01.2027,,NOWODVORSKI,NOWODVORSKI,0
NW.9717,5903139971799,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9736,5903139973694,,,22,,,,,,36,11,21.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9737,5903139973793,,,22,,,,,,0,7,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9738,5903139973892,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9740,5903139974097,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9743,5903139974394,,,22,,,,,,16,3,14.09.2026,,NOWODVORSKI,NOWODVORSKI,0
NW.9744,5903139974493,89.1,,22,,,,,,25,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9747,5903139974790,,,22,,,,,,0,,,,NOWODVORSKI,NOWODVORSKI,0
NW.9751,5903139975193,,,22,,,,,,94,100,01.01.2027,,NOWODVORSKI,NOWODVORSKI,0
NW.9890,5903139989091,,,22,,,,,,8,30,01.10.2026,,NOWODVORSKI,NOWODVORSKI,0
