Šifra artikla,EAN,Spletne strani,Naziv artikla EN,Naziv artikla,Proizvajalec,Dobavitelj,ABC klasifikacija,Merska enota,Oznaka tarifa,Država proizvoda,Bruto teža,Enota bruto teže,Neto teža,Enota neto teže,Volumen,Enota volumna,Dolžina paketa,Enota dolžine paketa,Širina paketa,Enota širine paketa,Višina paketa,Enota višine paketa,Kategorije svetila ANG,Kategorije svetila SLO,Kategorije vid ANG,Kategorije vid SLO,Cena B2B,Cena B2C,Popust,Valuta,DDV,PAK2,Omejitev pri naročanju,Skupina popusta,S popust %,Posebni popust za stranko,Glavna slika,Ostale slike,Glavni dokument,Vloge dokumentov,Ostali dokumenti,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,VID datum dobave,VID koli. prihodnjih dobav,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Grlo,Svetilka vključuje svetlobni vir,Senzor gibanja,Max moč sijalke,Garancija,Zračni pretok,Uporaba ANG,Uporaba SLO,Način montaže ANG,Način montaže SLO,Simbol atributa,Baterija,Kapaciteta baterije,Kot svetlobnega snopa,Enota kota svetlobnega snopa,Presek kabla,Višina stropne kapice,Enota višine stropne kapice,Širina stropne kapice,Enota širine stropne kapice,Čas polnjenja,Način polnjenja ANG,Način polnjenja SLO,Nazivna jakost toka,Nazivna napetost,Nazivna moč,Kolekcija,Temperatura barve,Komentarji,Dopolnilna barva I ANG,Dopolnilna barva I SLO,Dopolnilna barva II ANG,Dopolnilna barva II SLO,Dopolnilni simbol tkanine iz vzorčne škatle I,Dopolnilni material I ANG,Dopolnilni material I SLO,Dopolnilni material II ANG,Dopolnilni material II SLO,Dopolnilni material III ANG,Dopolnilni material III SLO,Indeks barvnega videza (CRI),Vrsta toka,Izvrtina (cutout),Kot detekcije,Razdalja detekcije,Hitrost detekcije,Premer,Višina,Enota višine,Dolžina,Enota dolžine,Širina,Enota širine,Zatemnljivo ANG,Zatemnljivo SLO,Razdalja od stene,Enota razdalje od stene,EAN koda,Električni razred ANG,Režim nujne osvetlitve ANG,Režim nujne osvetlitve SLO,Energijski razred,Ekvivalent,Simbol tkanine iz vzorčne škatle,Svetlobni tok,Enota svetlobnega toka,Frekvenca,Enota frekvence,Bruto teža (2),Enota bruto teže (2),Nastavitev višine,Razpon nastavitve višine,Enota razpona nastavitve višine,Višina daljše roke,Enota višine daljše roke,Višina senčnika reflektorja,Enota višine senčnika reflektorja,Višina krajše roke,Enota višine krajše roke,Dimenzije odprtine,Enota dimenzij odprtine,Oblika odprtine ANG,Oblika odprtine SLO,Ikone,IK stopnja,Montažna višina,IP stopnja zaščite,Oblika svetilke ANG,Oblika svetilke SLO,Prevladujoča barva ANG,Prevladujoča barva SLO,Prevladujoč material ANG,Prevladujoč material SLO,Dolžina podnožja,Enota dolžine podnožja,Dolžina horizontalne roke,Enota dolžine horizontalne roke,Dolžina senčnika,Enota dolžine senčnika,Dolžina vertikalne roke,Enota dolžine vertikalne roke,Življenjska doba,Vrsta svetlobnega vira ANG,Vrsta svetlobnega vira SLO,Luks,Model,Vrtenje motorja,Neto teža (2),Enota neto teže (2),Hrup,Število svetlobnih segmentov,Število svetlobnih virov,Število paketov,Število ciklov polnjenja,PCN,Kosov na karton,Višina paketa I,Višina paketa II,Višina paketa III,Enota višine paketa I,Enota višine paketa II,Enota višine paketa III,Dolžina paketa I,Dolžina paketa II,Dolžina paketa III,Enota dolžine paketa I,Enota dolžine paketa II,Enota dolžine paketa III,Volumen paketa,Enota volumna paketa,Širina paketa I,Širina paketa II,Širina paketa III,Enota širine paketa I,Enota širine paketa II,Enota širine paketa III,Faktor moči,Ime izdelka,Razdelitev na segmente,Velikost,Podnožje / socket,Dolžina spuščenega stropa,Enota dolžine spuščenega stropa,Solarni panel,Solarna moč,Slog ANG,Slog SLO,Tehnična opomba,Časovna zakasnitev,Vrsta kabla,Video,Napetost,Enota napetosti,Širina podnožja,Enota širine podnožja,Širina senčnika reflektorja,Enota širine senčnika reflektorja,Delovna temperatura,Delovni čas,Združljivo z
TT.A3970022,5901597257301,,End cap GROOVE14 GEN2 RD with hole grey E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2 ROUND, z luknjo, siv, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,0.72,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3970040,5901597236818,,End cap GROOVE14 GEN2 RD with hole silver E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2 ROUND, z luknjo, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.04,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3980001,5901597244691,,End cap GROOVE14 GEN2 with hole white E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2, z luknjo, bel, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,0.72,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3980002,5901597244677,,End cap GROOVE14 GEN2 with hole black E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2, z luknjo, črn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,0.72,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3980022,5901597244653,,End cap GROOVE14 GEN2 with hole grey E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2, z luknjo, siv, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,0.72,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3980040,5901597244639,,End cap GROOVE14 GEN2 with hole silver E/F 20pcs,"Zaključni element (kapa), GROOVE14 GEN2, z luknjo, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.04,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3990001,5901597238881,,Corner connector GROOVE14 90° white,"Kotni element 90° GROOVE14, za LED profil, bel, (R2)",00001602,91086973,,kom,83024900,PL,0.024,,0.024,,0,,10,mm,100,mm,160,mm,,,,,12.67,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3990020,5901597238898,,Corner connector GROOVE14 90° alu,"Kotni element 90° GROOVE14, za LED profil, alu, (R2)",00001602,91086973,,kom,83024900,PL,0.03,,0.03,,0,,10,mm,100,mm,160,mm,,,,,11.71,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A3990021,5901597238904,,Corner connector GROOVE14 90° black,"Kotni element 90° GROOVE14, za LED profil, črn, (R2)",00001602,91086973,,kom,83024900,PL,0.031,,0.031,,0,,10,mm,100,mm,160,mm,,,,,11.87,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4020000,5901597206279,,LED profile CORNER14 corner EFE7/TY alu raw 2m,"LED profil, CORNER14, kotni, EFE7/TY, alu surov, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0,,0,,3000,mm,12.6,mm,38.6,mm,,,,,8.38,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4020001,5901597203780,,LED profile CORNER14 corner EFE7/TY white mat 2m,"LED profil, CORNER14, kotni, EFE7/TY, bel mat, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0.806,,0,,2000,mm,24,mm,19.4,mm,,,,,14.17,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4020020,5901597203742,,LED profile CORNER14 corner EFE7/TY alu anodized 2m,"LED profil, CORNER14, kotni, EFE7/TY, alu anodiziran, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0.812,,0,,2000,mm,24,mm,19.4,mm,,,,,9.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4020021,5901597203766,,LED profile CORNER14 corner EFE7/TY black anodized 2m,LED PROFIL CORNER14 kotni EFE7/TY črn anodizira  2m,00001602,91086973,,m,76042100,PL,0,,0.812,,0,,2000,mm,24,mm,19.4,mm,,,,,12.44,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4050001,3830078330481,,End cap CORNER14 with hole white 10set L+R,"Zaključni element (kapa), CORNER14, z luknjo, bel, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.0005,,0.0005,,0,,10,mm,100,mm,160,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4050040,3830078330474,,End cap CORNER14 with hole silver 10set L+R,"Zaključni element (kapa), CORNER14, z luknjo, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.0005,,0.0005,,0,,10,mm,100,mm,160,mm,,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4100020,5901597249504,,LED profile CORNER14 corner EFE7/TY alu anodized 3m,"LED profil, CORNER14, kotni, EFE7/TY, alu anodiziran, 3m, (R2)",00001602,91086973,,m,76042100,PL,0,,3.627,,0,,3000,mm,24,mm,19.4,mm,,,,,9.69,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4970001,5901597256434,,End cap CORNER14 GEN2 with hole white E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, z luknjo, bel, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4970002,5901597256441,,End cap CORNER14 GEN2 with hole black E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, z luknjo, črn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4970022,5901597256458,,End cap CORNER14 GEN2 with hole grey E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, z luknjo, siv, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4970040,5901597256465,,End cap CORNER14 GEN2 with hole silver E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, z luknjo, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.02,,0.02,,0,,10,mm,100,mm,160,mm,,,,,1.36,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4980001,5901597256359,,End cap CORNER14 GEN2 white E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, bel, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4980002,5901597256366,,End cap CORNER14 GEN2 black E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, črn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4980022,5901597256373,,End cap CORNER14 GEN2 grey E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, siv, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.24,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4980040,5901597256380,,End cap CORNER14 GEN2 silver E/F 10set L+R,"Zaključni element (kapa), CORNER14 GEN2, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.36,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4990001,5901597238911,,Corner connector CORNER14 90° white,"Kotni element 90° CORNER14, za LED profil, bel, (R2)",00001602,91086973,,kom,83024900,PL,0.087,,0.087,,0,,10,mm,100,mm,160,mm,,,,,15.48,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4990020,5901597238928,,Corner connector CORNER14 90° alu,"Kotni element 90° CORNER14, za LED profil, alu, (R2)",00001602,91086973,,kom,83024900,PL,0.034,,0.034,,0,,10,mm,100,mm,160,mm,,,,,14.28,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A4990021,5901597238935,,Corner connector CORNER14 90° black,"Kotni element 90° CORNER14, za LED profil, črn, (R2)",00001602,91086973,,kom,83024900,PL,0.094,,0.094,,0,,10,mm,100,mm,160,mm,,,,,14.49,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9020000,5901597206293,,LED profile EDGE10 for glass BC alu raw 2m,"LED profil, EDGE10, za steklo, BC, alu surov, 2m, 1/30, (R2)",00001602,91086973,,m,76042100,PL,0,,0,,0,,2000,mm,31.8,mm,55.4,mm,,,,,6.71,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9020001,5901597206361,,LED profile EDGE10 for glass BC white mat 2m,"LED profil, EDGE10, za steklo, BC, bel mat, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0.408,,0,,2000,mm,18.4,mm,22.5,mm,,,,,14.57,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9020020,5901597206354,,LED profile EDGE10 for glass BC alu anodized 2m,"LED profil, EDGE10, za steklo, BC, alu anodiziran, 2m, 1/30, (R2)",00001602,91086973,,m,76042100,PL,0,,0.408,,0,,2000,mm,18.4,mm,22.5,mm,,,,,9.64,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9020021,5901597206378,,LED profile EDGE10 for glass BC black anodized 2m,"LED profil, EDGE10, za steklo, BC, črn anodiziran, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0.408,,0,,2000,mm,18.4,mm,22.5,mm,,,,,11.84,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9950001,5901597245049,,End cap EDGE10 GEN2 with hole white B/C 10set L+R,"Zaključni element (kapa), EDGE10 GEN2, z luknjo, bel, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.04,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9950002,5901597256281,,End cap EDGE10 GEN2 with hole black B/C 10set L+R,"Zaključni element (kapa), EDGE10 GEN2, z luknjo, črn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.04,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9950022,5901597256298,,End cap EDGE10 GEN2 with hole grey B/C 10set L+R,"Zaključni element (kapa), EDGE10 GEN2, z luknjo, siv, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.04,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.A9950040,5901597256304,,End cap EDGE10 GEN2 with hole silver B/C 10set L+R,"Zaključni element (kapa), EDGE10 GEN2, z luknjo, srebrn, 1/10, (R2)",00001602,91086973,,kom,94059200,PL,0.01,,0.01,,0,,10,mm,100,mm,160,mm,,,,,1.14,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.B1020020,5901597206316,,LED profile FLOOR12 recessed K/U alu anodized 2m,"LED profil, FLOOR12, vgradni, K/U, alu anodiziran, 2m, 1/50, (R2)",00001602,91086973,,m,76042100,PL,0,,0.86,,0,,2000,mm,15.8,mm,16.1,mm,,,,,9.83,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT.B1040038,5901597217336,,Cover type K click milky transparent mat 2m,Pokrov tip K na klik PC mlečno prozoren mat 2m,00001602,91086973,,m,94059200,PL,0.04,,0.04,,0,,13.1,2000,1,2000,0,2000,,,,,9.52,,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
